日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
110/02/11,104 台北二,胡蘿蔔,21.3,18.4,14.9,18.3,40,"1,760",-86,32208
110/02/17,104 台北二,胡蘿蔔,21.6,18.3,12.5,17.8,-3,"10,760",511,191528
110/02/18,104 台北二,胡蘿蔔,20.6,18.2,12.2,17.5,-2,"12,990",21,227325
110/02/19,104 台北二,胡蘿蔔,19.5,15.6,10.7,15.4,-12,"13,900",7,214060
110/02/21,104 台北二,胡蘿蔔,17.8,14.9,9.5,14.4,-6,"14,130",2,203472
110/02/23,104 台北二,胡蘿蔔,19.3,15.6,7.9,14.8,3,"15,060",7,222888
110/02/24,104 台北二,胡蘿蔔,15.6,12.8,9.6,12.7,-14,"16,120",7,204724
110/02/25,104 台北二,胡蘿蔔,14.3,11.3,6.4,10.9,-14,"15,780",-2,172002
110/02/26,104 台北二,胡蘿蔔,15.2,11.2,7.4,11.2,3,"13,360",-15,149632
110/02/27,104 台北二,胡蘿蔔,12.9,9.8,5.8,9.6,-14,"15,000",12,144000
110/03/02,104 台北二,胡蘿蔔,14.1,10.1,6.4,10.2,6,"13,560",-10,138312
110/03/03,104 台北二,胡蘿蔔,11.4,9,5.5,8.7,-15,"11,890",-12,103443
110/03/04,104 台北二,胡蘿蔔,15.4,9.7,5.1,9.9,14,"8,740",-26,86526
110/03/05,104 台北二,胡蘿蔔,16.9,10.2,6,10.7,8,"9,360",7,100152
110/03/06,104 台北二,胡蘿蔔,15.8,11.1,6.6,11.1,4,"9,350",0,103785
110/03/07,104 台北二,胡蘿蔔,17.7,10,6,10.8,-3,"9,350",0,100980
110/03/09,104 台北二,胡蘿蔔,18.7,13.7,9.6,13.9,29,"9,040",-3,125656
110/03/10,104 台北二,胡蘿蔔,18.4,12.3,7.9,12.6,-9,"9,770",8,123102
110/03/11,104 台北二,胡蘿蔔,18.8,13,8.8,13.3,6,"9,440",-3,125552
110/03/12,104 台北二,胡蘿蔔,17.2,12.2,8.5,12.5,-6,"11,140",18,139250
110/03/13,104 台北二,胡蘿蔔,18.5,12.3,7.6,12.6,1,"11,335",2,142821
110/03/14,104 台北二,胡蘿蔔,17.2,12.4,8.8,12.7,1,"11,500",1,146050
110/03/16,104 台北二,胡蘿蔔,19.2,14,9.2,14.1,11,"10,376",-10,146301.6
110/03/17,104 台北二,胡蘿蔔,16.5,12.6,9.2,12.7,-10,"12,760",23,162052
110/03/18,104 台北二,胡蘿蔔,16,11.8,7.1,11.7,-8,"13,610",7,159237
110/03/19,104 台北二,胡蘿蔔,14.6,10.4,7.5,10.7,-9,"12,190",-10,130433
110/03/20,104 台北二,胡蘿蔔,14.5,10.6,5.7,10.4,-3,"11,670",-4,121368
110/03/21,104 台北二,胡蘿蔔,16.3,12.3,6.5,12,15,"10,410",-11,124920
110/03/24,104 台北二,胡蘿蔔,16.9,12.1,9.1,12.4,3,"11,390",9,141236
110/03/25,104 台北二,胡蘿蔔,17,12.4,7.2,12.3,-1,"10,470",-8,128781
110/03/26,104 台北二,胡蘿蔔,17.9,13.2,10.4,13.6,11,"10,690",2,145384
110/03/27,104 台北二,胡蘿蔔,17.7,13.4,9.9,13.6,0,"11,620",9,158032
110/03/28,104 台北二,胡蘿蔔,16.6,13.6,10.6,13.6,0,"10,140",-13,137904
110/03/30,104 台北二,胡蘿蔔,17.4,14.4,10.6,14.2,4,"11,050",9,156910
110/03/31,104 台北二,胡蘿蔔,15.8,12.9,8.3,12.5,-12,"10,880",-2,136000
110/04/01,104 台北二,胡蘿蔔,14.7,12.6,9.1,12.3,-2,"10,560",-3,129888
110/04/02,104 台北二,胡蘿蔔,14.7,12.6,7.6,12,-2,"11,370",8,136440
110/04/03,104 台北二,胡蘿蔔,14.5,11.1,6.8,10.9,-9,"11,910",5,129819
110/04/06,104 台北二,胡蘿蔔,16.2,13.2,9.5,13.1,20,"11,550",-3,151305
110/04/07,104 台北二,胡蘿蔔,15,12.1,8.2,11.9,-9,"11,090",-4,131971
110/04/08,104 台北二,胡蘿蔔,14.2,11.7,7.6,11.4,-4,"10,710",-3,122094
110/04/09,104 台北二,胡蘿蔔,16.1,12.7,9,12.6,11,"8,970",-16,113022
110/04/10,104 台北二,胡蘿蔔,14.1,12,8.1,11.6,-8,"10,700",19,124120
110/04/11,104 台北二,胡蘿蔔,14.1,11.7,8.7,11.6,0,"11,290",6,130964
110/04/13,104 台北二,胡蘿蔔,15.1,12.6,9.4,12.5,8,"11,010",-2,137625
110/04/14,104 台北二,胡蘿蔔,15.1,11.7,8.3,11.7,-6,"11,130",1,130221
110/04/15,104 台北二,胡蘿蔔,13.6,11.8,8.9,11.6,-1,"10,440",-6,121104
110/04/16,104 台北二,胡蘿蔔,14.7,12.1,7.9,11.8,2,"10,690",2,126142
110/04/17,104 台北二,胡蘿蔔,14.7,12.5,7.7,12,2,"10,220",-4,122640
110/04/18,104 台北二,胡蘿蔔,15.4,13.1,10,12.9,8,"8,730",-15,112617
110/04/20,104 台北二,胡蘿蔔,16,14.6,9.9,13.9,8,"10,690",22,148591
110/04/21,104 台北二,胡蘿蔔,16.6,14,9,13.5,-3,"10,500",-2,141750
110/04/22,104 台北二,胡蘿蔔,15.7,13.1,8.9,12.8,-5,"10,870",4,139136
110/04/23,104 台北二,胡蘿蔔,16,13.2,7.6,12.6,-2,"10,980",1,138348
110/04/24,104 台北二,胡蘿蔔,16.2,12.9,6.2,12.2,-3,"11,250",2,137250
110/04/25,104 台北二,胡蘿蔔,15.8,13,7.1,12.4,2,"9,310",-17,115444
110/04/27,104 台北二,胡蘿蔔,18.2,15.2,9.6,14.7,19,"8,450",-9,124215
110/04/28,104 台北二,胡蘿蔔,20,15,8.4,14.7,0,"8,510",1,125097
110/04/29,104 台北二,胡蘿蔔,16.8,14,8.9,13.5,-8,"8,580",1,115830
110/04/30,104 台北二,胡蘿蔔,20.1,14,7.6,13.9,3,"8,600",0,119540
110/05/01,104 台北二,胡蘿蔔,23.5,16.6,9.5,16.6,19,"8,450",-2,140270
110/05/02,104 台北二,胡蘿蔔,25.2,20.7,13.5,20.2,22,"7,710",-9,155742
110/05/04,104 台北二,胡蘿蔔,28.7,20.2,13.6,20.6,2,"9,780",27,201468
110/05/05,104 台北二,胡蘿蔔,25.5,17.8,12.4,18.2,-12,"11,560",18,210392
110/05/06,104 台北二,胡蘿蔔,22.9,16.2,8.2,15.9,-13,"11,270",-3,179193
110/05/07,104 台北二,胡蘿蔔,24.8,16.5,9,16.7,5,"10,270",-9,171509
110/05/08,104 台北二,胡蘿蔔,26.6,17,9.2,17.4,4,"10,220",0,177828
110/05/09,104 台北二,胡蘿蔔,25.8,15.6,9.6,16.4,-6,"9,700",-5,159080
110/05/11,104 台北二,胡蘿蔔,26.3,17.6,9.4,17.7,8,"9,960",3,176292
110/05/12,104 台北二,胡蘿蔔,24.7,15.8,8.9,16.2,-8,"10,520",6,170424
110/05/13,104 台北二,胡蘿蔔,23.9,16.2,8.8,16.2,0,"10,590",1,171558
110/05/14,104 台北二,胡蘿蔔,20.7,15.4,8.4,15,-7,"10,650",1,159750
110/05/15,104 台北二,胡蘿蔔,22.6,15.8,9.8,16,7,"10,182",-4,162912
110/05/16,104 台北二,胡蘿蔔,38,25.7,13,25.6,60,"10,700",5,273920
110/05/18,104 台北二,胡蘿蔔,31.6,21,13,21.5,-16,"13,876",30,298334
110/05/19,104 台北二,胡蘿蔔,24.1,16,8.8,16.2,-25,"14,010",1,226962
110/05/20,104 台北二,胡蘿蔔,20.7,15.4,8.7,15.1,-7,"11,540",-18,174254
110/05/21,104 台北二,胡蘿蔔,19.9,13.4,7.6,13.5,-11,"10,660",-8,143910
110/05/22,104 台北二,胡蘿蔔,23,14.4,6.4,14.5,7,"10,070",-6,146015
110/05/23,104 台北二,胡蘿蔔,23.9,15.3,4.5,14.9,3,"10,580",5,157642
110/05/25,104 台北二,胡蘿蔔,24.5,17.4,10.4,17.4,17,"9,760",-8,169824
110/05/26,104 台北二,胡蘿蔔,24.3,18,11.7,18,3,"9,000",-8,162000
110/05/27,104 台北二,胡蘿蔔,24.9,16.1,10.4,16.7,-7,"9,620",7,160654
110/05/28,104 台北二,胡蘿蔔,27.8,16.8,11.1,17.9,7,"8,360",-13,149644
110/05/29,104 台北二,胡蘿蔔,34.1,20.7,9.6,21.2,18,"8,460",1,179352
110/05/30,104 台北二,胡蘿蔔,34,20.4,11.4,21.4,1,"9,870",17,211218
110/06/01,104 台北二,胡蘿蔔,31.8,22.9,12,22.5,5,"11,800",20,265500
110/06/02,104 台北二,胡蘿蔔,29.4,20,12.7,20.4,-9,"13,520",15,275808
110/06/04,104 台北二,胡蘿蔔,29.8,20,12.9,20.5,0,"13,260",-2,271830
110/06/05,104 台北二,胡蘿蔔,28.8,19.3,10.6,19.4,-5,"12,220",-8,237068
110/06/06,104 台北二,胡蘿蔔,24.8,19,13.3,19,-2,"11,230",-8,213370
110/06/08,104 台北二,胡蘿蔔,26,19,13.2,19.2,1,"11,280",0,216576
110/06/09,104 台北二,胡蘿蔔,24.1,17.7,12,17.8,-7,"9,290",-18,165362
110/06/10,104 台北二,胡蘿蔔,24.4,19,11.4,18.6,4,"8,770",-6,163122
110/06/11,104 台北二,胡蘿蔔,24.8,19.1,12.4,18.9,2,"10,500",20,198450
110/06/12,104 台北二,胡蘿蔔,23,18.4,11.6,17.9,-5,"10,700",2,191530
110/06/13,104 台北二,胡蘿蔔,25.9,18.9,11.9,18.9,6,"11,340",6,214326
110/06/14,104 台北二,胡蘿蔔,25.4,17.3,9.2,17.3,-8,"10,260",-10,177498
110/06/17,104 台北二,胡蘿蔔,23,14.1,6.1,14.3,-17,"11,230",9,160589
110/06/18,104 台北二,胡蘿蔔,22.4,14.9,5.9,14.6,2,"11,720",4,171112
110/06/19,104 台北二,胡蘿蔔,23.4,16.8,7.3,16.2,11,"10,280",-12,166536
110/06/20,104 台北二,胡蘿蔔,22.7,16.6,7.5,16,-1,"10,930",6,174880
110/06/22,104 台北二,胡蘿蔔,22,17.4,6.1,16,0,"9,540",-13,152640
110/06/23,104 台北二,胡蘿蔔,21.2,17.3,7.2,16,0,"10,310",8,164960
110/06/24,104 台北二,胡蘿蔔,21.3,16.3,6.7,15.4,-4,"10,180",-1,156772
110/06/25,104 台北二,胡蘿蔔,20.1,16.6,8.2,15.6,1,"10,210",0,159276
110/06/26,104 台北二,胡蘿蔔,21.6,16.7,7.8,15.9,2,"10,790",6,171561
110/06/27,104 台北二,胡蘿蔔,20,14.3,5.9,13.7,-14,"11,570",7,158509
110/06/29,104 台北二,胡蘿蔔,21.6,16.7,7.2,15.8,15,"9,470",-18,149626
110/06/30,104 台北二,胡蘿蔔,20.2,16.5,9.3,15.8,0,"8,590",-9,135722
110/07/01,104 台北二,胡蘿蔔,22.7,16.2,6.9,15.6,-1,"8,620",0,134472
110/07/02,104 台北二,胡蘿蔔,22.3,17.3,10.3,16.9,8,"8,630",0,145847
110/07/03,104 台北二,胡蘿蔔,23.2,18.6,12.4,18.2,8,"8,750",1,159250
110/07/04,104 台北二,胡蘿蔔,23.6,17.6,9.8,17.2,-5,"9,960",14,171312
110/07/06,104 台北二,胡蘿蔔,28.4,20.7,13.1,20.7,20,"9,800",-2,202860
110/07/07,104 台北二,胡蘿蔔,26.7,19.8,12.1,19.6,-5,"10,350",6,202860
110/07/08,104 台北二,胡蘿蔔,25.6,18.3,12.1,18.5,-6,"10,880",5,201280
110/07/09,104 台北二,胡蘿蔔,25.4,17.7,11.2,18,-3,"11,630",7,209340
110/07/10,104 台北二,胡蘿蔔,23.2,15.8,7.8,15.7,-13,"12,770",10,200489
110/07/11,104 台北二,胡蘿蔔,24.3,15.6,8.8,16,2,"10,380",-19,166080
110/07/13,104 台北二,胡蘿蔔,24.2,18.1,11.2,17.9,12,"9,450",-9,169155
110/07/14,104 台北二,胡蘿蔔,24.2,16.8,7.9,16.5,-8,"10,950",16,180675
110/07/16,104 台北二,胡蘿蔔,25.1,19.6,13.6,19.5,18,"10,210",-7,199095
110/07/17,104 台北二,胡蘿蔔,26,19.6,12.4,19.4,-1,"10,700",5,207580
110/07/18,104 台北二,胡蘿蔔,22.1,17.4,11.9,17.2,-11,"11,000",3,189200
110/07/20,104 台北二,胡蘿蔔,29.7,21.5,13.4,21.5,25,"10,500",-5,225750
110/07/21,104 台北二,胡蘿蔔,28.7,19.8,11.6,19.9,-7,"13,010",24,258899
110/07/22,104 台北二,胡蘿蔔,26.4,17.2,9.6,17.5,-12,"11,800",-9,206500
110/07/23,104 台北二,胡蘿蔔,24.6,16.4,9.4,16.7,-5,"10,950",-7,182865
110/07/24,104 台北二,胡蘿蔔,24.2,16.4,8.2,16.4,-2,"11,140",2,182696
110/07/25,104 台北二,胡蘿蔔,22.6,14.5,7.4,14.7,-10,"10,770",-3,158319
110/07/27,104 台北二,胡蘿蔔,26.8,17,7.5,17.1,16,"10,460",-3,178866
110/07/28,104 台北二,胡蘿蔔,21.8,16.8,10.7,16.6,-3,"10,140",-3,168324
110/07/29,104 台北二,胡蘿蔔,21.2,15.1,7.5,14.8,-11,"10,300",2,152440
110/07/30,104 台北二,胡蘿蔔,20.7,12.8,7,13.2,-11,"8,940",-13,118008
110/07/31,104 台北二,胡蘿蔔,27.2,14.7,8.1,15.9,20,"9,610",7,152799
110/08/01,104 台北二,胡蘿蔔,24.6,15.3,8.8,15.9,0,"8,380",-13,133242
110/08/03,104 台北二,胡蘿蔔,26.1,17.8,11.2,18.1,14,"9,680",16,175208
110/08/04,104 台北二,胡蘿蔔,26.6,17.7,11.1,18.2,1,"9,640",0,175448
110/08/05,104 台北二,胡蘿蔔,28.4,19.3,13.4,19.9,9,"10,110",5,201189
110/08/06,104 台北二,胡蘿蔔,27.6,18.5,13.9,19.4,-3,"10,270",2,199238
110/08/07,104 台北二,胡蘿蔔,26.7,18.1,13.5,18.9,-3,"11,500",12,217350
110/08/08,104 台北二,胡蘿蔔,26.1,16.3,12,17.4,-8,"11,880",3,206712
110/08/10,104 台北二,胡蘿蔔,30.4,21,13.2,21.3,22,"11,200",-6,238560
110/08/11,104 台北二,胡蘿蔔,27.6,21.1,15.8,21.3,0,"9,650",-14,205545
110/08/12,104 台北二,胡蘿蔔,28.5,21,13.8,21,-1,"9,580",-1,201180
110/08/13,104 台北二,胡蘿蔔,29.7,21.8,15.9,22.2,6,"10,480",9,232656
110/08/14,104 台北二,胡蘿蔔,29.3,21.6,14.4,21.7,-2,"10,770",3,233709
110/08/15,104 台北二,胡蘿蔔,28.3,20.2,15.6,20.9,-4,"14,930",39,312037
110/08/17,104 台北二,胡蘿蔔,29.5,21.5,14.5,21.7,4,"12,480",-16,270816
110/08/18,104 台北二,胡蘿蔔,28.6,17.9,11.7,18.8,-13,"13,870",11,260756
110/08/19,104 台北二,胡蘿蔔,27.7,18.6,11.6,19,1,"12,030",-13,228570
110/08/20,104 台北二,胡蘿蔔,28.5,18,11.6,18.8,-1,"11,744",-2,220787.2
110/08/21,104 台北二,胡蘿蔔,30.8,19.8,13.2,20.7,10,"10,400",-11,215280
110/08/22,104 台北二,胡蘿蔔,30,19.7,10.3,19.9,-4,"12,220",18,243178
110/08/25,104 台北二,胡蘿蔔,30,20.7,13,21,6,"11,560",-5,242760
110/08/26,104 台北二,胡蘿蔔,29.7,19.4,12.2,20,-5,"11,040",-4,220800
110/08/27,104 台北二,胡蘿蔔,28.7,19.1,11.4,19.5,-3,"11,140",1,217230
110/08/28,104 台北二,胡蘿蔔,30.7,19.6,11,20.1,3,"9,630",-14,193563
110/08/29,104 台北二,胡蘿蔔,29,18.2,9.3,18.6,-7,"10,610",10,197346
110/08/31,104 台北二,胡蘿蔔,29,18.9,11.4,19.4,4,"10,250",-3,198850
110/09/01,104 台北二,胡蘿蔔,31.6,19.4,11.5,20.2,4,"9,520",-7,192304
110/09/02,104 台北二,胡蘿蔔,30.3,17.6,10.5,18.7,-7,"10,270",8,192049
110/09/03,104 台北二,胡蘿蔔,30.1,18.1,10.4,19,2,"9,980",-3,189620
110/09/04,104 台北二,胡蘿蔔,27.4,17.3,9.5,17.8,-6,"12,170",22,216626
110/09/05,104 台北二,胡蘿蔔,27,16.6,8.8,17.1,-4,"11,360",-7,194256
110/09/07,104 台北二,胡蘿蔔,26.5,16.7,9.6,17.2,1,"11,260",-1,193672
110/09/08,104 台北二,胡蘿蔔,27,16.9,9.3,17.4,1,"10,780",-4,187572
110/09/09,104 台北二,胡蘿蔔,27,15.8,7.2,16.3,-6,"12,550",16,204565
110/09/10,104 台北二,胡蘿蔔,30.4,17.9,10.4,18.9,16,"10,810",-14,204309
110/09/11,104 台北二,胡蘿蔔,29,20.8,11.1,20.5,8,"9,490",-12,194545
110/09/12,104 台北二,胡蘿蔔,26.7,18,10.6,18.3,-11,"10,300",9,188490
110/09/14,104 台北二,胡蘿蔔,30.1,19.9,11.9,20.4,11,"10,220",-1,208488
110/09/15,104 台北二,胡蘿蔔,27.2,17.4,10.9,18,-12,"13,340",31,240120
110/09/17,104 台北二,胡蘿蔔,26.1,18.5,10,18.3,2,"12,090",-9,221247
110/09/18,104 台北二,胡蘿蔔,27,17.9,10.2,18.2,-1,"12,460",3,226772
110/09/19,104 台北二,胡蘿蔔,25,15.1,10,16.1,-12,"11,660",-6,187726
110/09/20,104 台北二,胡蘿蔔,25.6,15.9,8.7,16.4,2,"9,380",-20,153832
110/09/21,104 台北二,胡蘿蔔,26.2,15.7,9.3,16.6,1,"8,270",-12,137282
110/09/24,104 台北二,胡蘿蔔,26.5,16.2,7.9,16.6,0,"11,920",44,197872
110/09/25,104 台北二,胡蘿蔔,26,17.4,10.5,17.7,7,"10,600",-11,187620
110/09/26,104 台北二,胡蘿蔔,31.9,18.4,10.8,19.6,11,"11,060",4,216776
110/09/28,104 台北二,胡蘿蔔,29.8,18.9,12,19.7,1,"11,130",1,219261
110/09/29,104 台北二,胡蘿蔔,32.9,19.6,13.2,21,7,"9,810",-12,206010
110/09/30,104 台北二,胡蘿蔔,31.1,16.2,9.6,17.8,-15,"12,290",25,218762
110/10/01,104 台北二,胡蘿蔔,27.8,15.4,7.6,16.3,-8,"11,720",-5,191036
110/10/02,104 台北二,胡蘿蔔,28.3,16.8,8.4,17.4,7,"11,970",2,208278
110/10/03,104 台北二,胡蘿蔔,27,16.6,8.2,17,-2,"10,360",-13,176120
110/10/05,104 台北二,胡蘿蔔,30.8,17.6,9.1,18.5,9,"11,820",14,218670
110/10/06,104 台北二,胡蘿蔔,27.6,17.8,9.6,18.1,-2,"11,640",-2,210684
110/10/07,104 台北二,胡蘿蔔,25.8,16.2,9.2,16.7,-8,"12,420",7,207414
110/10/08,104 台北二,胡蘿蔔,25.9,14.5,7.9,15.4,-8,"13,600",10,209440
110/10/09,104 台北二,胡蘿蔔,28.2,16.3,7.8,17,10,"11,340",-17,192780
110/10/10,104 台北二,胡蘿蔔,27.1,15.2,6.2,15.8,-7,"12,370",9,195446
110/10/12,104 台北二,胡蘿蔔,26,14.8,7,15.4,-3,"12,670",2,195118
110/10/13,104 台北二,胡蘿蔔,27.3,15.7,7,16.3,6,"11,890",-6,193807
110/10/15,104 台北二,胡蘿蔔,27.8,18.6,9.2,18.6,14,"11,410",-4,212226
110/10/16,104 台北二,胡蘿蔔,27.9,18.4,11.8,19,2,"11,550",1,219450
110/10/17,104 台北二,胡蘿蔔,25.7,16.6,7.7,16.6,-13,"12,470",8,207002
110/10/19,104 台北二,胡蘿蔔,28.7,17,9,17.7,7,"12,330",-1,218241
110/10/20,104 台北二,胡蘿蔔,28.5,17.3,7.8,17.6,-1,"13,280",8,233728
110/10/21,104 台北二,胡蘿蔔,27.8,16.7,8.8,17.3,-2,"11,620",-13,201026
110/10/22,104 台北二,胡蘿蔔,26.4,14.9,8.4,15.9,-8,"12,600",8,200340
110/10/23,104 台北二,胡蘿蔔,26.9,14.9,7,15.7,-1,"11,330",-10,177881
110/10/24,104 台北二,胡蘿蔔,26.4,17.3,8.3,17.3,10,"9,680",-15,167464
110/10/26,104 台北二,胡蘿蔔,32.3,18.7,7.9,19.3,12,"11,490",19,221757
110/10/27,104 台北二,胡蘿蔔,32.5,17.1,6.2,18,-7,"11,400",-1,205200
110/10/28,104 台北二,胡蘿蔔,29.1,17.4,7.2,17.7,-2,"11,480",1,203196
110/10/29,104 台北二,胡蘿蔔,30.8,18.7,11.2,19.6,11,"10,350",-10,202860
110/10/30,104 台北二,胡蘿蔔,27.9,18.5,9.2,18.5,-6,"10,650",3,197025
110/10/31,104 台北二,胡蘿蔔,27.2,18.1,10,18.3,-1,"10,580",-1,193614
110/11/02,104 台北二,胡蘿蔔,28.9,18.4,11.6,19.2,5,"12,240",16,235008
110/11/03,104 台北二,胡蘿蔔,31.3,17,8.2,18.1,-6,"13,020",6,235662
110/11/04,104 台北二,胡蘿蔔,29.7,16.7,6.8,17.3,-4,"13,590",4,235107
110/11/05,104 台北二,胡蘿蔔,27.8,15.7,8.3,16.6,-4,"13,430",-1,222938
110/11/06,104 台北二,胡蘿蔔,28.7,14.4,8.2,16.1,-3,"12,270",-9,197547
110/11/07,104 台北二,胡蘿蔔,30.2,13.7,6.4,15.6,-3,"12,350",1,192660
110/11/09,104 台北二,胡蘿蔔,33,16.3,9.5,18.3,17,"11,380",-8,208254
110/11/10,104 台北二,胡蘿蔔,28.6,18.2,8.9,18.5,1,"11,980",5,221630
110/11/12,104 台北二,胡蘿蔔,28.3,17.2,7.5,17.5,-5,"14,620",22,255850
110/11/13,104 台北二,胡蘿蔔,26.3,15.6,7.5,16.1,-8,"14,180",-3,228298
110/11/14,104 台北二,胡蘿蔔,26.3,13.9,7.1,15,-7,"13,250",-7,198750
110/11/16,104 台北二,胡蘿蔔,30.7,19,9.4,19.4,29,"11,500",-13,223100
110/11/17,104 台北二,胡蘿蔔,26.7,16.5,9.9,17.2,-11,"11,810",3,203132
110/11/18,104 台北二,胡蘿蔔,26.9,15.5,8.4,16.4,-5,"11,360",-4,186304
110/11/19,104 台北二,胡蘿蔔,26.2,15.2,9.4,16.2,-1,"11,540",2,186948
110/11/20,104 台北二,胡蘿蔔,24.5,15.1,9.2,15.8,-2,"10,810",-6,170798
110/11/21,104 台北二,胡蘿蔔,24.8,14.5,9.4,15.6,-1,"9,590",-11,149604
110/11/23,104 台北二,胡蘿蔔,24.7,13.4,5.9,14.2,-9,"13,380",40,189996
110/11/24,104 台北二,胡蘿蔔,23.5,12.4,5.4,13.2,-7,"12,730",-5,168036
110/11/25,104 台北二,胡蘿蔔,22.7,11.7,4.6,12.5,-5,"12,250",-4,153125
110/11/26,104 台北二,胡蘿蔔,25.9,11.1,4.2,12.7,2,"11,830",-3,150241
110/11/27,104 台北二,胡蘿蔔,23.8,11.9,4.7,12.8,1,"9,740",-18,124672
110/11/28,104 台北二,胡蘿蔔,24.5,11.6,4.8,12.8,0,"9,770",0,125056
110/11/30,104 台北二,胡蘿蔔,28.2,18.8,7.6,18.4,44,"9,380",-4,172592
110/12/01,104 台北二,胡蘿蔔,28.7,16.8,6.5,17.1,-7,"13,770",47,235467
110/12/02,104 台北二,胡蘿蔔,23.2,14.3,5.8,14.4,-16,"14,290",4,205776
110/12/03,104 台北二,胡蘿蔔,22,13.8,4.5,13.6,-6,"13,750",-4,187000
110/12/04,104 台北二,胡蘿蔔,22.6,14.1,5.4,14.1,4,"12,490",-9,176109
110/12/05,104 台北二,胡蘿蔔,24.8,14.8,5,14.9,6,"12,310",-1,183419
110/12/07,104 台北二,胡蘿蔔,23.5,16.2,7.6,16,7,"12,130",-1,194080
110/12/08,104 台北二,胡蘿蔔,26.7,19.6,9.5,19,19,"12,760",5,242440
110/12/10,104 台北二,胡蘿蔔,27.4,19.1,7.4,18.4,-3,"14,530",14,267352
110/12/11,104 台北二,胡蘿蔔,25,17.7,5.6,16.7,-9,"14,480",0,241816
110/12/12,104 台北二,胡蘿蔔,24.6,16.5,5.1,15.9,-5,"14,530",0,231027
110/12/14,104 台北二,胡蘿蔔,23.8,13.9,4.6,14,-12,"15,750",8,220500
110/12/15,104 台北二,胡蘿蔔,23.6,13.9,4.2,13.9,-1,"15,230",-3,211697
110/12/16,104 台北二,胡蘿蔔,22.5,13.6,4.3,13.5,-3,"15,010",-1,202635
110/12/17,104 台北二,胡蘿蔔,20.8,12,4.3,12.2,-10,"14,820",-1,180804
110/12/18,104 台北二,胡蘿蔔,20.9,11.8,4.9,12.3,1,"15,930",7,195939
110/12/19,104 台北二,胡蘿蔔,18,11.3,4.4,11.2,-9,"14,640",-8,163968
110/12/21,104 台北二,胡蘿蔔,18.9,12.1,4.7,12,7,"13,610",-7,163320
110/12/22,104 台北二,胡蘿蔔,17.4,11.5,4.6,11.3,-6,"11,950",-12,135035
110/12/23,104 台北二,胡蘿蔔,17.2,11.8,4.9,11.5,2,"12,370",4,142255
110/12/24,104 台北二,胡蘿蔔,16.2,11.2,4.3,10.8,-6,"12,440",1,134352
110/12/25,104 台北二,胡蘿蔔,16.2,10.7,4,10.4,-4,"13,520",9,140608
110/12/26,104 台北二,胡蘿蔔,13.2,9,4.1,8.9,-14,"14,930",10,132877
110/12/28,104 台北二,胡蘿蔔,19.7,9.6,4,10.5,18,"13,060",-13,137130
110/12/29,104 台北二,胡蘿蔔,16.5,9.3,4,9.7,-8,"13,420",3,130174
110/12/30,104 台北二,胡蘿蔔,15.9,8.8,3.6,9.2,-5,"12,840",-4,118128
110/12/31,104 台北二,胡蘿蔔,13.7,8,3.6,8.2,-11,"16,410",28,134562
111/01/01,104 台北二,胡蘿蔔,13.8,8.3,3.4,8.4,2,"14,700",-10,123480
111/01/02,104 台北二,胡蘿蔔,12.9,8.8,3.6,8.6,2,"13,310",-9,114466
111/01/04,104 台北二,胡蘿蔔,13.8,8.8,3.1,8.7,1,"15,450",16,134415
111/01/05,104 台北二,胡蘿蔔,13.7,9.2,3.2,8.9,2,"14,760",-4,131364
111/01/06,104 台北二,胡蘿蔔,13.5,8.1,3,8.2,-8,"15,320",4,125624
111/01/07,104 台北二,胡蘿蔔,10.4,7.5,3.4,7.2,-12,"16,050",5,115560
111/01/08,104 台北二,胡蘿蔔,10.9,7.5,3.6,7.4,3,"13,780",-14,101972
111/01/09,104 台北二,胡蘿蔔,11.9,8.8,3.4,8.3,12,"11,310",-18,93873
111/01/11,104 台北二,胡蘿蔔,15.1,11.1,4.3,10.6,28,"12,060",7,127836
111/01/12,104 台北二,胡蘿蔔,15.6,12.2,4.8,11.4,8,"12,790",6,145806
111/01/14,104 台北二,胡蘿蔔,16.8,12.6,4.8,11.9,4,"13,170",3,156723
111/01/15,104 台北二,胡蘿蔔,20.1,13.7,6,13.4,13,"14,450",10,193630
111/01/16,104 台北二,胡蘿蔔,16,11.1,4.5,10.8,-19,"16,560",15,178848
111/01/18,104 台北二,胡蘿蔔,15.2,10.5,4.5,10.2,-6,"17,020",3,173604
111/01/19,104 台北二,胡蘿蔔,12.2,9,3.8,8.6,-16,"17,160",1,147576
111/01/20,104 台北二,胡蘿蔔,9.8,6.8,3.6,6.8,-21,"16,050",-6,109140
111/01/21,104 台北二,胡蘿蔔,9.6,7,3.3,6.8,0,"13,900",-13,94520
111/01/22,104 台北二,胡蘿蔔,10.7,6.5,3,6.7,-1,"11,150",-20,74705
111/01/23,104 台北二,胡蘿蔔,12.1,7.2,3,7.3,9,"8,580",-23,62634
111/01/25,104 台北二,胡蘿蔔,17.2,13.5,4.3,12.4,70,"10,020",17,124248
111/01/26,104 台北二,胡蘿蔔,22.5,17.2,7.2,16.3,31,"11,590",16,188917
111/01/27,104 台北二,胡蘿蔔,19.4,12.6,5.3,12.5,-23,"15,530",34,194125
